ma_san_pham,ten_san_pham,nganh_hang,shop,gia,gia_goc,ty_le_giam,luot_ban,danh_gia,url,da_kiem_tra_gia_ao
276657645,Sách Hệ Thống Tự Cứu Của Nhân Vật Phản Diện (Tái bản),Sách thiếu nhi,Tiki,116400,179000,0.35,163,4.6,https://tiki.vn/sach-he-thong-tu-cuu-cua-nhan-vat-phan-dien-tai-ban-p276657645.html?spid=276657704,False
274363543,Sách Con Đường Chẳng Mấy Ai Đi,Tô màu - Luyện chữ,Tiki,115000,165000,0.3,6366,5.0,https://tiki.vn/sach-con-duong-chang-may-ai-di-p274363543.html?spid=274363544,False
273819808,Sách Tâm Lý Học Về Tiền,Nệm & Gối,Tiki,150600,239000,0.37,28916,4.8,https://tiki.vn/sach-tam-ly-hoc-ve-tien-p273819808.html?spid=75953558,False
272188850,Soul Eater,Truyện tranh/Manga,Tiki,86000,95000,0.09,308,5.0,https://tiki.vn/soul-eater-p272188850.html?spid=274972079,False
262664014,Combo Doraemon Truyện Ngắn,Truyện tranh/Manga,Tiki,222300,250000,0.11,476,5.0,https://tiki.vn/combo-doraemon-truyen-ngan-p262664014.html?spid=262664018,False
249876840,"Sách Beartown - Thị trấn nhỏ, giấc mơ lớn",Đồ chơi thương hiệu,Tiki,172000,210000,0.18,2287,5.0,https://tiki.vn/sach-beartown-thi-tran-nho-giac-mo-lon-p249876840.html?spid=249876841,False
202879294,Sách Người Đàn Ông Mang Tên Ove (Tái Bản),Nước hoa,Tiki,128000,160000,0.2,6810,5.0,https://tiki.vn/sach-nguoi-dan-ong-mang-ten-ove-tai-ban-2022-p202879294.html?spid=202879295,False
165030729,Sách Những Kẻ Âu Lo,Đồ chơi thương hiệu,Tiki,149000,180000,0.17,2325,5.0,https://tiki.vn/sach-nhung-ke-au-lo-p165030729.html?spid=165030730,False
115078652,Sách Huấn Luyện Cảm Xúc Để Con Trẻ Phát Triển Toàn Diện,Tô màu - Luyện chữ,Tiki,142560,198000,0.28,1188,5.0,https://tiki.vn/sach-huan-luyen-cam-xuc-de-con-tre-phat-trien-toan-dien-p115078652.html?spid=115078654,False
91947689,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People) - Stephen R. Covey - PACE Books,Tô màu - Luyện chữ,Tiki,165000,250000,0.34,9909,5.0,https://tiki.vn/sach-7-thoi-quen-hieu-qua-the-7-habits-of-highly-effective-people-stephen-r-covey-pace-books-p91947689.html?spid=91947690,False
13920941,Combo Doraemon - Truyện Dài (Trọn Bộ 24 Cuốn) - Tái Bản,Truyện tranh/Manga,Tiki,529200,597000,0.11,4945,5.0,https://tiki.vn/combo-doraemon-truyen-dai-tron-bo-24-cuon-tai-ban-p13920941.html?spid=13920942,False
2987219,Sách Giáo Trình Chuẩn YCT 1 (Kèm file MP3),Thiết bị nhà bếp,Tiki,115000,138000,0.17,2996,4.8,https://tiki.vn/sach-giao-trinh-chuan-yct-1-kem-file-mp3-p2987219.html?spid=2987563,False
1080002,Sách Boxset Harry Potter - Tiếng Việt (Trọn Bộ 7 Tập),Kem dưỡng ẩm,Tiki,1473000,1750000,0.16,10884,4.7,https://tiki.vn/sach-boxset-harry-potter-tieng-viet-tron-bo-7-tap-p1080002.html?spid=1080024,True
540039,Sách Giáo Trình Chuẩn HSK 1 - Bài Học (Kèm file MP3),Đồ chơi học tập,Tiki,165000,198000,0.17,8599,4.8,https://tiki.vn/sach-giao-trinh-chuan-hsk-1-bai-hoc-kem-file-mp3-p540039.html?spid=262528,False
279394165,Thám tử thừa kế,Truyện tranh/Manga,Tiki,50000,50000,0.0,96,0.0,https://tiki.vn/tham-tu-thua-ke-p279394165.html?spid=279493247,False
279374424,Sách Chú Thuật Hồi Chiến - Tập 27,Truyện tranh/Manga,Tiki,28500,30000,0.05,40,5.0,https://tiki.vn/chu-thuat-hoi-chien-tap-27-p279374424.html?spid=279375119,False
279292568,Song Mệnh Cõi Hoàng Tuyền,Truyện tranh/Manga,Tiki,31500,35000,0.1,142,5.0,https://tiki.vn/song-menh-coi-hoang-tuyen-p279292568.html?spid=279580424,False
279258712,Sách Host Club Trường Ouran,Truyện tranh/Manga,Tiki,28350,31500,0.1,147,5.0,https://tiki.vn/sach-host-club-truong-ouran-p279258712.html?spid=279346973,False
279236031,"Điệu múa chim công, có ai thấy không",Truyện tranh/Manga,Tiki,52000,56000,0.07,127,5.0,https://tiki.vn/dieu-mua-chim-cong-co-ai-thay-khong-p279236031.html?spid=279236035,False
279235202,Sách Khúc Hát Đêm Thâu [Chọn Tập,Truyện tranh/Manga,Tiki,33250,35000,0.05,251,4.2,https://tiki.vn/sach-khuc-hat-dem-thau-chon-tap-p279235202.html?spid=279558959,False
278788044,Sách BEASTARS [Chọn Tập Lẻ,Truyện tranh/Manga,Tiki,28350,31500,0.1,289,5.0,https://tiki.vn/sach-beastars-chon-tap-le-p278788044.html?spid=279409079,False
278756674,Sách Nisekoi - Cặp Đôi Giả Tạo,Truyện tranh/Manga,Tiki,38000,40000,0.05,258,5.0,https://tiki.vn/sach-nisekoi-cap-doi-gia-tao-p278756674.html?spid=279558986,False
278749523,Ngũ Hành Của Tôi Thiếu Em,Sách thiếu nhi,Tiki,109800,179000,0.39,251,5.0,https://tiki.vn/ngu-hanh-cua-toi-thieu-em-p278749523.html?spid=279004969,False
278729052,Doraemon Movie Story Màu - Phiên Bản Mới: Nobita Và Binh Đoàn Người Sắt - Đôi Cánh Thiên Thần,Truyện tranh/Manga,Tiki,34300,35000,0.02,44,5.0,https://tiki.vn/doraemon-movie-story-mau-phien-ban-moi-nobita-va-binh-doan-nguoi-sat-doi-canh-thien-than-p278729052.html?spid=278729053,False
278684154,Nữ Binh Thần Tốc,Truyện tranh/Manga,Tiki,41800,45000,0.07,242,5.0,https://tiki.vn/nu-binh-than-toc-p278684154.html?spid=278863077,False
278423155,"Sách Hồi Ức, Giấc Mơ, Suy Ngẫm - Hành Trình Vào Nội Tâm Của Carl Jung – Nơi Ký Ức, Giấc Mơ Và Triết Lý Giao Thoa",Mặt nạ/Serum,Tiki,229200,345000,0.34,1618,5.0,https://tiki.vn/sach-hoi-uc-giac-mo-suy-ngam-hanh-trinh-vao-noi-tam-cua-carl-jung-noi-ky-uc-giac-mo-va-triet-ly-giao-thoa-p278423155.html?spid=278423156,False
278123405,Sobotei Dinh Thự Ma Ám (Chọn tập lẻ),Truyện tranh/Manga,Tiki,41900,45000,0.07,605,5.0,https://tiki.vn/sobotei-dinh-thu-ma-am-p278123405.html?spid=279360320,False
277397107,Sách Phía Đông Vườn Địa Đàng,Đèn chiếu sáng,Tiki,279000,380000,0.27,661,4.5,https://tiki.vn/sach-phia-dong-vuon-dia-dang-p277397107.html?spid=277397109,False
276948798,"Sách Lên Đỉnh Núi Mở Tiệm Bánh Mì - Triết lí Wazawaza: Những con người hạnh phúc, 2 loại bánh mì, và doanh thu thường niên 300 triệu Yên",Chăm sóc cơ thể,Tiki,108000,150000,0.28,2819,4.8,https://tiki.vn/sach-len-dinh-nui-mo-tiem-banh-mi-triet-li-wazawaza-nhung-con-nguoi-hanh-phuc-2-loai-banh-mi-va-doanh-thu-thuong-nien-300-trieu-yen-p276948798.html?spid=276948799,False
276933755,Combo Giáo Trình Chuẩn HSK 4 Tập 1 - Sách Bài Học và Bài tập (Bộ 2 cuốn),Đồ chơi học tập,Tiki,311000,376000,0.17,876,5.0,https://tiki.vn/combo-giao-trinh-chuan-hsk-4-tap-1-sach-bai-hoc-va-bai-tap-bo-2-cuon-p276933755.html?spid=276949260,False
276933752,Combo Giáo Trình Chuẩn HSK 3 - Sách Bài Học và Bài tập (Bộ 2 cuốn),Đồ chơi học tập,Tiki,395000,476000,0.17,878,5.0,https://tiki.vn/combo-giao-trinh-chuan-hsk-3-sach-bai-hoc-va-bai-tap-bo-2-cuon-p276933752.html?spid=276949259,False
276883579,Sống Sáng - Phan Việt - Sáng Books,Tô màu - Luyện chữ,Tiki,200000,200000,0.0,1249,5.0,https://tiki.vn/song-sang-dong-sach-sang-phan-viet-sang-books-p276883579.html?spid=276886801,False
276425570,Thám Tử Lừng Danh Conan (Bản Nâng Cấp) - [Chọn Tập Lẻ,Truyện tranh/Manga,Tiki,32300,35000,0.08,312,5.0,https://tiki.vn/tham-tu-lung-danh-conan-ban-nang-cap-p276425570.html?spid=276428296,False
276078455,Series các tập Gachiakuta,Truyện tranh/Manga,Tiki,39800,45000,0.12,397,5.0,https://tiki.vn/series-cac-tap-gachiakuta-p276078455.html?spid=276424324,False
276019606,Sách Không Gia Đình (Tái Bản),Sách ngoại văn,Tiki,120000,175000,0.31,524,5.0,https://tiki.vn/sach-khong-gia-dinh-tai-ban-p276019606.html?spid=278938671,False
273746688,Sách Địa Cầu Online,Sách thiếu nhi,Tiki,145900,199000,0.27,92,4.8,https://tiki.vn/sach-dia-cau-online-p273746688.html?spid=273204606,False
273691914,Sách Trăm năm cô đơn,Tẩy rửa mặt,Tiki,176250,235000,0.25,532,4.7,https://tiki.vn/sach-tram-nam-co-don-p273691914.html?spid=273691915,False
273182700,Combo Dragon Ball Super,Truyện tranh/Manga,Tiki,662400,690000,0.04,136,5.0,https://tiki.vn/combo-dragon-ball-super-p273182700.html?spid=277815791,True
272447731,Sách Xông vào lối âm dương,Sách thiếu nhi,Tiki,109900,169000,0.35,211,5.0,https://tiki.vn/sach-xong-vao-loi-am-duong-p272447731.html?spid=262806375,False
263035841,Sách Vòng Quanh Thế Giới,Vitamin & Thực phẩm bổ sung,Tiki,9000,12000,0.25,678,4.8,https://tiki.vn/sach-vong-quanh-the-gioi-p263035841.html?spid=277926136,False
194960730,Sách Nỗi buồn chiến tranh,Sách ngoại văn,Tiki,99000,130000,0.24,4733,5.0,https://tiki.vn/sach-noi-buon-chien-tranh-p194960730.html?spid=194960731,False
192909292,Sách Án Mạng Trên Chuyến Tàu Tốc Hành Phương Đông,Chăm sóc da,Tiki,98000,120000,0.18,983,5.0,https://tiki.vn/sach-an-mang-tren-chuyen-tau-toc-hanh-phuong-dong-p192909292.html?spid=192909295,False
190335975,Combo 2 cuốn Truyện Dành Cho Thiếu Nhi : Tuổi Thơ Dữ Dội - Tập 1 + 2 (Tái Bản),Máy massage,Tiki,120000,160000,0.25,1822,5.0,https://tiki.vn/combo-2-cuon-truyen-danh-cho-thieu-nhi-tuoi-tho-du-doi-tap-1-2-tai-ban-p190335975.html?spid=273817532,False
176831144,Combo 23 Tập Thanh Gươm Diệt Quỷ (Tập 1-23),Truyện tranh/Manga,Tiki,662400,690000,0.04,342,5.0,https://tiki.vn/combo-23-tap-thanh-guom-diet-quy-tap-1-23-p176831144.html?spid=176831145,True
140416370,Sách Flow - Dòng Chảy,Sách ngoại văn,Tiki,175560,228000,0.23,9398,5.0,https://tiki.vn/sach-flow-dong-chay-p140416370.html?spid=140416372,False
109017985,"Sách Thiên Tài Bên Trái, Kẻ Điên Bên Phải (Tái Bản)",Nước hoa,Tiki,107400,179000,0.4,27268,4.8,https://tiki.vn/sach-thien-tai-ben-trai-ke-dien-ben-phai-tai-ban-p109017985.html?spid=109017987,False
76013378,Sách Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Mỹ phẩm (Cũ),Tiki,204200,319000,0.36,12892,5.0,https://tiki.vn/sach-storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?spid=76013379,False
59511811,Sách Dấu Chân Trên Cát - Nguyên Phong (Tái Bản 2020),Sách ngoại văn,Tiki,111000,148000,0.25,5515,4.8,https://tiki.vn/sach-dau-chan-tren-cat-nguyen-phong-tai-ban-2020-p59511811.html?spid=59511812,False
56609155,Sách Trường Ca Achilles (Quà Tặng Kèm: 01 Bookmark + 01 Phụ Lục),Tẩy rửa mặt,Tiki,124800,156000,0.2,4242,5.0,https://tiki.vn/sach-truong-ca-achilles-qua-tang-kem-01-bookmark-01-phu-luc-p56609155.html?spid=56609156,False
52789367,Sách Nhà Giả Kim (Tái Bản),Sách ngoại văn,Tiki,78000,95000,0.18,40476,5.0,https://tiki.vn/sach-nha-gia-kim-tai-ban-2020-p52789367.html?spid=52789368,False
17493916,Sách Luyện Nói Tiếng Trung Quốc Cấp Tốc Cho Người Bắt Đầu - Tập 1 (Kèm file MP3) (Tái Bản),Thiết bị phòng tắm,Tiki,140000,168000,0.17,1032,5.0,https://tiki.vn/sach-luyen-noi-tieng-trung-quoc-cap-toc-cho-nguoi-bat-dau-tap-1-kem-file-mp3-tai-ban-p17493916.html?spid=17493917,False
7953305,"Combo Tổng Hợp Chuyên Đề Trọng Tâm Thi Vào 10 Chuyên
Và Học Sinh Giỏi Toán 9",Dụng cụ làm đẹp,Tiki,234000,318000,0.26,2081,4.8,https://tiki.vn/combo-tong-hop-chuyen-de-trong-tam-thi-vao-10-chuyen-va-hoc-sinh-gioi-toan-9-p7953305.html?spid=7953306,False
7833728,Sách Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền - Cha Giàu Cha Nghèo (Tái Bản),Chăm sóc cơ thể,Tiki,63000,80000,0.21,38586,4.8,https://tiki.vn/sach-day-con-lam-giau-tap-1-de-khong-co-tien-van-tao-ra-tien-cha-giau-cha-ngheo-tai-ban-p7833728.html?spid=7833729,False
4780917,Sách Người Đua Diều (Tái Bản 2018),Sản phẩm cho bé,Tiki,99330,129000,0.23,23240,4.8,https://tiki.vn/sach-nguoi-dua-dieu-tai-ban-2018-p4780917.html?spid=4781791,False
279437167,"Sách Hẹn Gặp Lại, Quốc Vương Của Tôi - Tập 7",Sách ngoại văn,Tiki,125300,179000,0.3,52,4.6,https://tiki.vn/sach-hen-gap-lai-quoc-vuong-cua-toi-tap-7-p279437167.html?spid=279437172,False
279414086,Sách Viết Cũng Là Học - Writing to learn,Tô màu - Luyện chữ,Tiki,135200,169000,0.2,113,5.0,https://tiki.vn/sach-viet-cung-la-hoc-writing-to-learn-p279414086.html?spid=279414087,False
279321804,Sách Chờ Ngày Bình Yên,Nước hoa,Tiki,83300,119000,0.3,67,4.5,https://tiki.vn/sach-cho-ngay-binh-yen-p279321804.html?spid=279321805,False
279313607,Bộ Sách Tô Màu 6 Cuốn Họa Sĩ Nhí Vẽ Thế Giới,Vitamin & Thực phẩm bổ sung,Tiki,14000,20000,0.3,0,0.0,https://tiki.vn/bo-sach-to-mau-6-cuon-hoa-si-nhi-ve-the-gioi-p279313607.html?spid=279313712,False
278966679,Sách - Phương Pháp Đặt Câu Hỏi Của Socrates - Khai Mở Tư Duy Phản Biện Và Hiểu Biết Sâu Sắc,Tô màu - Luyện chữ,Tiki,93500,110000,0.15,406,4.6,https://tiki.vn/sach-phuong-phap-dat-cau-hoi-cua-socrates-khai-mo-tu-duy-phan-bien-va-hieu-biet-sau-sac-p278966679.html?spid=278966681,False
278949619,Quý tộc nhà nông,Truyện tranh/Manga,Tiki,61000,65000,0.06,182,5.0,https://tiki.vn/quy-toc-nha-nong-01-tang-kem-the-bai-quy-toc-p278949619.html?spid=278949622,False
278860289,Sách Nguyễn Nhật Ánh - Cô Bé Hàng Xóm Và Bốn Viên Kẹo - Bìa Cứng - Tặng Kèm Random 1 Trong 4 Mẫu Bookmark + Sticker + Sổ Vẽ,Tẩy rửa mặt,Tiki,184000,200000,0.08,222,5.0,https://tiki.vn/sach-co-be-hang-xom-va-bon-vien-keo-bia-cung-tang-kem-random-1-trong-4-mau-bookmark-sticker-so-ve-p278860289.html?spid=278860290,False
278838097,Sách Tính Bản Ác (M. Scott Peck) - Tuệ Tri,Tô màu - Luyện chữ,Tiki,133000,185000,0.28,521,4.7,https://tiki.vn/sach-tinh-ban-ac-p278838097.html?spid=278838098,False
278724728,Sách Giải Mã Tâm Lý Hành Vi Về Tiền,Nệm & Gối,Tiki,156400,239000,0.35,873,4.8,https://tiki.vn/sach-giai-ma-tam-ly-hanh-vi-ve-tien-p278724728.html?spid=278724729,False
278690049,"Sách Giáo Trình Destination Grammar & Vocabulary B1, B2, C1&C2 (Phân Loại Lẻ)",Sách ngoại văn,Tiki,143000,178000,0.2,409,4.8,https://tiki.vn/sach-giao-trinh-destination-grammar-vocabulary-b1-b2-c1-c2-kem-dap-an-phan-loai-le-p278690049.html?spid=278746460,False
278572376,Combo Perman - Cậu Bé Siêu Nhân,Truyện tranh/Manga,Tiki,166250,175000,0.05,186,5.0,https://tiki.vn/combo-perman-cau-be-sieu-nhan-p278572376.html?spid=278572844,False
278492587,Sách Kính Vạn Hoa - Bộ 18 Tập [ Phiên Bản Mới,Máy massage,Tiki,61920,86000,0.28,179,5.0,https://tiki.vn/sach-kinh-van-hoa-bo-18-tap-phien-ban-moi-p278492587.html?spid=278492592,False
277728224,"Sách Nói Chuyện Là Bản Năng, Giữ Miệng Là Tu Dưỡng, Im Lặng Là Trí Tuệ",Sách ngoại văn,Tiki,119100,189000,0.37,7985,4.8,https://tiki.vn/sach-noi-chuyen-la-ban-nang-giu-mieng-la-tu-duong-im-lang-la-tri-tue-p277728224.html?spid=212356653,False
277622005,Sách Boxset Cá Voi Đêm Bão Và Những Câu Chuyện Khác (5 Cuốn),Sách ngoại văn,Tiki,195000,260000,0.25,167,5.0,https://tiki.vn/sach-boxset-ca-voi-dem-bao-va-nhung-cau-chuyen-khac-5-cuon-p277622005.html?spid=277622008,False
277599506,Sách Đôi mắt của Mona,Tẩy rửa mặt,Tiki,260260,338000,0.23,520,4.7,https://tiki.vn/sach-doi-mat-cua-mona-p277599506.html?spid=277599509,False
276960030,Sách Khi Mọi Điều Không Như Ý,Sách ngoại văn,Tiki,83930,109000,0.23,3032,5.0,https://tiki.vn/sach-khi-moi-dieu-khong-nhu-y-p276960030.html?spid=276960033,False
276944781,Sách Công Cụ Của Những Người Khổng Lồ,Sách ngoại văn,Tiki,310000,395000,0.22,202,5.0,https://tiki.vn/sach-cong-cu-cua-nhung-nguoi-khong-lo-p276944781.html?spid=277347896,False
276471716,Sách Cách Sống,Sách ngoại văn,Tiki,67300,99000,0.32,882,4.8,https://tiki.vn/sach-cach-song-p276471716.html?spid=276471719,False
276285600,Phù thủy và dã thú,Truyện tranh/Manga,Tiki,49000,55000,0.11,100,5.0,https://tiki.vn/phu-thuy-va-da-thu-p276285600.html?spid=276885653,False
273349964,Cecilia & Lawrence ( Chọn Tập Lẻ),Truyện tranh/Manga,Tiki,38000,40000,0.05,84,5.0,https://tiki.vn/combo-cecilia-lawrence-p273349964.html?spid=278690548,False
273219497,Series các tập Moriarty the patriot,Truyện tranh/Manga,Tiki,40000,45000,0.11,763,5.0,https://tiki.vn/series-cac-tap-moriarty-the-patriot-p273219497.html?spid=274971985,False
272367381,Sách Trốn Lên Mái Nhà Để Khóc,Nước hoa,Tiki,57000,95000,0.4,2873,5.0,https://tiki.vn/sach-tron-len-mai-nha-de-khoc-p272367381.html?spid=272367383,False
271916321,"	 Sách Mùa hè không tên (Nguyễn Nhật Ánh) - Tặng kèm Bookmark, Tranh màu",Đồ chơi thương hiệu,Tiki,103500,130000,0.2,5567,5.0,https://tiki.vn/sach-mua-he-khong-ten-nguyen-nhat-anh-tang-kem-bookmark-tranh-mau-cho-ca-2-phien-ban-tang-them-ngau-nhien-1-trong-2-lot-ly-cho-ban-bia-cung-p271916321.html?spid=271916323,False
251255482,Doraemon - Chú Mèo Máy Đến Từ Tương Lai Tập 26 (Tái Bản),Truyện tranh/Manga,Tiki,23750,25000,0.05,31,5.0,https://tiki.vn/doraemon-chu-meo-may-den-tu-tuong-lai-tap-26-tai-ban-2023-p251255482.html?spid=251255484,False
220665663,Sách 30 Tuổi - Mọi Thứ Chỉ Mới Bắt Đầu,Tô màu - Luyện chữ,Tiki,103950,135000,0.23,2765,4.8,https://tiki.vn/sach-30-tuoi-moi-thu-chi-moi-bat-dau-p220665663.html?spid=220665664,False
205942263,Sách Tận Hưởng Hành Trình Nuôi Con Sữa Mẹ,Sách ngoại văn,Tiki,116250,155000,0.25,2615,4.8,https://tiki.vn/sach-tan-huong-hanh-trinh-nuoi-con-sua-me-p205942263.html?spid=205942266,False
202450677,Chú Thuật Hồi Chiến Tập 8,Truyện tranh/Manga,Tiki,28000,30000,0.07,2629,5.0,https://tiki.vn/chu-thuat-hoi-chien-tap-8-p202450677.html?spid=202450681,False
186290796,Sách Còn chút gì để nhớ (Tái Bản 2022),Nước hoa,Tiki,38950,43000,0.09,1211,5.0,https://tiki.vn/sach-con-chut-gi-de-nho-tai-ban-2022-p186290796.html?spid=186290799,False
186286190,Sách Mắt Biếc (Tái Bản 2022),Nước hoa,Tiki,40850,43000,0.05,690,5.0,https://tiki.vn/sach-mat-biec-tai-ban-2022-p186286190.html?spid=186286191,False
